overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
5.0,,True,"01 8, 2017",AG29J9T9481C2,1935009044,{'Format:': ' Misc.'},kc,Great light,Five Stars,1483833600,
5.0,,True,"12 13, 2016",ANO272GL39Q98,1935009044,{'Format:': ' Misc.'},auj,"I've had this for awhile and love it. handy, lite, bright, good clip.",Perfect,1481587200,
3.0,,True,"12 5, 2016",A1EK06EMBIOSNY,1935009044,{'Format:': ' Misc.'},C. Jolliff,"Good lite with great battery life. Be careful with that clip, though, the through-holes on the battery case break easily. I wish they were a bit more robust!","Good light, bad spring clip.",1480896000,
5.0,,True,"10 25, 2016",A3QGF4E4YE4VS1,1935009044,{'Format:': ' Misc.'},Richard M Clark,"My wife loves these - and goes thru them 'cause they are not intended for the rough treatment she deals out - ie, don't drop the book they are clipped on",My wife loves these - and goes thru them 'cause ...,1477353600,
5.0,,False,"09 23, 2016",A1NPQEG54FKXLQ,1935009044,{'Format:': ' Misc.'},Karla,"I love, love, love this booklight. It is perfect and it's very bright. I use it for my Kindle and regular books and it works great.",Perfect,1474588800,
5.0,,True,"09 3, 2016",A2SS6819ZTHQCC,1935009044,{'Format:': ' Misc.'},Marcia Vandalsem,I have bought several others this is by fast the brightest and best one yet.,Great bright little light,1472860800,
3.0,,True,"08 20, 2016",A11O1A5I5MEAE1,1935009044,{'Format:': ' Misc.'},B. E. Solomon,Too bright for reading in bed.,Three Stars,1471651200,
5.0,,True,"08 12, 2016",A3RCL4GKKZX92N,1935009044,{'Format:': ' Misc.'},NAT,Love this product. I highly recommend it. You can even use as a nightlight.,Five Stars,1470960000,
5.0,,True,"06 25, 2016",A6Z9NAK1U63HM,1935009044,{'Format:': ' Misc.'},Siva,"A gift I gave it to my mom in India, works great and very bright light output.",works great and very bright light output,1466812800,
5.0,,True,"06 25, 2016",AOYT34SZRBLZH,1935009044,{'Format:': ' Misc.'},BethArlington,"I had initially ordered the Mighty Bright Sidekick and was so disappointed in its short neck and inability to give light across two pages at once I ordered this to replace it.  I wish I had gone with this to begin with.

Nice bright light and the neck is just right for giving me light and movement that I want.",Don't Bother Ordering Anything Else,1466812800,
5.0,,True,"04 26, 2016",AKAF03BSDOCE5,1935009044,{'Format:': ' Misc.'},TomPF,Very bright. Bought for use with non-backlighted Kindle.  Works great.,Very bright book light.,1461628800,
4.0,,True,"04 11, 2016",A3DCB5MNIZ9NJO,1935009044,{'Format:': ' Misc.'},Nell,"it doesn't cover both pages so I have to move it around as I read, but it moves so easily it's not much of a bother.",but it moves so easily it's not much of a bother,1460332800,
4.0,,True,"02 15, 2016",A2CADKLZ7EI54J,1935009044,{'Format:': ' Misc.'},linh,A bit bulky but otherwise good.,Four Stars,1455494400,
4.0,2,True,"02 2, 2016",AFIJ369MKFKUJ,1935009044,{'Format:': ' Misc.'},Noomin,"These things have certainly improved from the days of the old Itty Bitty Book Light, whose screw would loosen after a few months and could not be tightened--so that the lamp part would hang like a limp . . . well, use your imagination.  This one keeps its stiffie--er, stiffness.  Light is reasonably bright, too.  Sometimes I wish it had a longer neck.  Sometimes I wish *I* had a longer neck, for that matter.  Mostly, though, I wish for younger eyes.",Reasonably bright and encouragingly stiff,1454371200,
5.0,,True,"01 21, 2016",AEYG1B6QXRXB9,1935009044,{'Format:': ' Misc.'},fragilefinger,Great fro travelling,Five Stars,1453334400,
5.0,2,True,"01 20, 2016",A313OL1KSOG49E,1935009044,{'Format:': ' Misc.'},Michele L.,Great book light. Good quality. Bright.,Five Stars,1453248000,
5.0,,True,"01 8, 2016",A1D480TMXW0YV6,1935009044,{'Format:': ' Misc.'},chalky,a great light!,Five Stars,1452211200,
5.0,,False,"10 5, 2015",AFYCFHWTSPJP7,1935009044,{'Format:': ' Misc.'},Lawrence R. Wright,"OK, not dramatically brighter than the one-battery light it replaced for me, but I presume it will last a lot longer before replacement batteries will be needed.

As I still have never found a beach condo, hotel room or B&B with adequate lighting for reading, something like this is a must.",holds postiion well,1444003200,
5.0,,True,"09 18, 2015",A129JOIIAWIOJ6,1935009044,{'Format:': ' Misc.'},M. D. Minuth,"loved it so much I bought a second.  It's lightweight, the head is flexible, it clips on my headboard or anywhere else, and the light is bright enough to do what it needs to do. It's a bluer light than a yellow light. No problem though.",loved it so much I bought a second,1442534400,
4.0,,True,"08 26, 2015",A1V8IG2P3T0FK3,1935009044,{'Format:': ' Misc.'},Suzy&#039;s Soapbox,I can now read my books in bed before sleep!,It does what it is supposed to do!,1440547200,
5.0,,True,"08 25, 2015",A1JS9VVSV8QZXD,1935009044,{'Format:': ' Misc.'},Robbie,Love these little guys.  This is my second one.  Bought the first one YEARS ago and the on/off button finally gave out.,Love it!,1440460800,
4.0,,True,"08 10, 2015",A20SAGRCQI03DU,1935009044,{'Format:': ' Misc.'},thinkagain,"It could be a bit brighter, but I love this gadget, great for reading in bed without having ceiling or lamp lights on.",but I love this gadget,1439164800,
2.0,,True,"07 8, 2015",A356YCP3ZPMBGD,1935009044,{'Format:': ' Misc.'},MI User,TOO BRIGHT!!! KEEPS PARTNER AWAKE! I had to cover the lens with 2 layers of masking tape to dim the light enough to make it appropriate for a dark bedroom. It very much defeats the purpose of a book light.,TOO BRIGHT!!! KEEPS PARTNER AWAKE! I ...,1436313600,
2.0,3,False,"05 22, 2015",A2RMIA6EPNE1NG,1935009044,{'Format:': ' Misc.'},Blue Jacket,"Had a blue mighty bright for a year before and that one worked great till my grandaughter stepped on it. But the one I purchased here on Amazon the silver Mighty Bright light, just didn't work well for me. It constantly had to be adjusted when switching from the left side of the page to the right, it just couldn't illuminate both sides. The final straw was the on and off button broke off, never to be found,  so much for the Mighty Bright, its in the trash and I'll order the Eveready this time.","Too narrow a beam, switch broke off",1432252800,
5.0,11,True,"03 30, 2015",A2Y8NDZ38NMLE3,1935009044,{'Format:': ' Misc.'},Fletcher,"this is a very bright LED in this book light.  This little book light will light up half our bedroom when my wife first turns it on.  After she adjusts the lamp to shine on her kindal touch it's not to bad.  It is a good blend between being a directional light but not to much of a spot light to give you a single really bright spot that makes it hard to read.

Because it is also an LED it has a real small power consumption.  My wife has had this reading light for 4 months now and will read with it almost every night, and still hasn't needed to change the AAA batteries that came with the light.",Bright Directionsl light that is small on power consumption,1427673600,
5.0,,True,"03 6, 2015",A3TZIENYCBBML8,1935009044,{'Format:': ' Misc.'},Michelle F.,Exactly as decribed,Five Stars,1425600000,
5.0,,True,"02 13, 2015",A2U0WQRD1C3BB6,1935009044,{'Format:': ' Misc.'},momof4,Works great!,Five Stars,1423785600,
5.0,,True,"02 11, 2015",ACAFCXHBMPWJ,1935009044,{'Format:': ' Misc.'},Rob,just what I wanted,good,1423612800,
5.0,,True,"02 8, 2015",A1DZV1SZESJ72R,1935009044,{'Format:': ' Misc.'},Kevin Covert,Have had for two years now and it still works like new.,... had for two years now and it still works like new.,1423353600,
4.0,,True,"02 4, 2015",A1TT7Z8BPL1BTG,1935009044,{'Format:': ' Misc.'},Meike LoRe,Works fine. Reasonable price. The clip is pretty bulky and could definitely be a little smaller.,Four Stars,1423008000,
5.0,,True,"02 4, 2015",A2JW0NYNCUSIWX,1935009044,{'Format:': ' Misc.'},D. Lilley,I do a lot of reading and don't want to keep my wife up at night so I got this so I can still comfortably read in bed without disturbing her.,... night so I got this so I can still comfortably read in bed without disturbing her,1423008000,
5.0,,True,"11 13, 2014",ANLYP1OKY0B07,1935009044,{'Format:': ' Misc.'},LS,"Not only is this little light good for reading or music stands, but it's great for searching for things in narrow spaces. You can bend it to the configuration you need.

You can probably put something sticky on the end to grab onto whatever slipped down into that narrow space.",Many uses for this little light.,1415836800,
5.0,,True,"10 29, 2014",A5GPH59NDWJRB,1935009044,{'Format:': ' Misc.'},Space Salamander,"Bought this for my daughter so she could read books in the back seat of the car. It's almost too bright for that because it can be a little distracting to me as the driver-- I have to remind her to angle the light straight down at her book so I can't notice it.

So-- yeah, it's bright! We keep it out in the car, clipped to the cup holder on her booster seat, and she loves it.",Bright Book Light,1414540800,
3.0,,True,"06 2, 2014",A28BZVYFT0M6EZ,1935009044,{'Format:': ' Misc.'},Buddha-head Steve,"I've used these before, works great, very bright, clip works well, but kind of pricey compared to other that can be found at 1/2 the cost.",book light,1401667200,
5.0,,True,"04 9, 2014",A2I7IN70M8EUWT,1935009044,{'Format:': ' Misc.'},Shelly Landis Penney,This clips right on the headboard of my sons bunk bed. It was so dark on the bottom bunk we needed something so he could read his books at night. Issue resolved!,Great for bunk bed,1397001600,
5.0,,True,"01 19, 2014",ACPPRYMDKYFSH,1935009044,{'Format:': ' Misc.'},Silverwing,"This book light works very well for nighttime use when reading during a blacklight, under your covers, camping, traveling in the car, or any other dark scenario. The batteries are easy to find, the LEDs are quite bright, and the clip fastens right onto the last few pages of your book (or anywhere you want to clip it). Plus the flexible neck is great for getting the right angle on each page.",Silver edition of the reliable and bright book light,1390089600,
